,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,serotype,isolation_source,BioSample Accession,is_retracted,retraction_detection_date_utc,name_state,sample,date,File Name,Genotype,"Genotype List Used, >=98.0%",Genotype Sample Title List,Genotype Percent Match List,Genotype Mismatch List,Genotype Average Depth of Coverage List,Geo_Location,Collection_Date_Specific
85,SRR34270161,WGS,148.19,135527172,PRJNA1102327,SAMN49684874,Viral,52065597,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443977,USA,,USA,CHICKEN,NextSeq 2000,25-017727-001,25-017727-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:35,1,25-017727-001,SRP503016,,OROPHARYNGEAL SWAB,SRS25589930,False,,USA,SRR34270161,2025-06-28_06-29-39,SRR34270161.fa,B3.13,"NA:ea1, PB2:am2.2, NS:am1.1, PA:ea1, HA:ea1, NP:am8, MP:ea1, PB1:am4","ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am8:23-032005-001:NP, ea1:22-003707-003:MP, am4:23-001855-001:PB1","98.51%, 98.55%, 98.81%, 98.75%, 98.18%, 98.86%, 98.88%, 99.56%","21, 33, 10, 27, 31, 17, 11, 10",Ran on FASTA - No Coverage Report,USA,2025
86,SRR34270162,WGS,146.38,66273811,PRJNA1102327,SAMN49684873,Viral,22361186,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443976,USA,,USA,CATTLE,Illumina iSeq 100,25-017520-001,25-017520-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:31,1,25-017520-001,SRP503016,,milk,SRS25589927,False,,USA,SRR34270162,2025-06-28_06-29-38,SRR34270162.fa,B3.13,"NS:am1.1, NA:ea1, HA:ea1, NP:am8, PB2:am2.2, MP:ea1, PB1:am4, PA:ea1","am1.1:22-010085-001:NS, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am4:23-001855-001:PB1, ea1:22-003707-003:PA","98.81%, 98.58%, 98.06%, 98.93%, 98.51%, 98.98%, 99.47%, 98.88%","10, 20, 33, 16, 34, 10, 12, 24",Ran on FASTA - No Coverage Report,USA,2025
87,SRR34270163,WGS,147.39,60476503,PRJNA1102327,SAMN49684872,Viral,20714676,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443975,USA,,USA,CATTLE,Illumina iSeq 100,25-017518-001,25-017518-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:26,1,25-017518-001,SRP503016,,milk,SRS25589929,False,,USA,SRR34270163,2025-06-28_06-29-38,SRR34270163.fa,B3.13,"PA:ea1, NS:am1.1, MP:ea1, NA:ea1, HA:ea1, NP:am8, PB2:am2.2, PB1:am4","ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1","98.79%, 98.57%, 98.98%, 98.58%, 98.12%, 98.93%, 98.51%, 99.56%","26, 12, 10, 20, 32, 16, 34, 10",Ran on FASTA - No Coverage Report,USA,2025
88,SRR34270164,WGS,147.53,66343866,PRJNA1102327,SAMN49684871,Viral,22613872,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443974,USA,,USA,CATTLE,Illumina iSeq 100,25-017516-005,25-017516-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:31,1,25-017516-005,SRP503016,,milk,SRS25589926,False,,USA,SRR34270164,2025-06-28_06-29-39,SRR34270164.fa,B3.13,"HA:ea1, PA:ea1, PB1:am4, NP:am8, PB2:am2.2, NS:am1.1, MP:ea1, NA:ea1","ea1:22-003707-003:HA, ea1:22-003707-003:PA, am4:23-001855-001:PB1, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:NA","98.18%, 98.75%, 99.56%, 99.00%, 98.55%, 98.81%, 98.98%, 98.44%","31, 27, 10, 15, 33, 10, 10, 22",Ran on FASTA - No Coverage Report,USA,2025
89,SRR34270165,WGS,147.42,64067664,PRJNA1102327,SAMN49684870,Viral,21968884,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443973,USA,,USA,CATTLE,Illumina iSeq 100,25-017516-003,25-017516-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:29,1,25-017516-003,SRP503016,,milk,SRS25589928,False,,USA,SRR34270165,2025-06-28_06-29-39,SRR34270165.fa,B3.13,"PA:ea1, MP:ea1, PB1:am4, NA:ea1, PB2:am2.2, HA:ea1, NP:am8, NS:am1.1","ea1:22-003707-003:PA, ea1:22-003707-003:MP, am4:23-001855-001:PB1, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am8:23-032005-001:NP, am1.1:22-010085-001:NS","98.88%, 98.98%, 99.56%, 98.51%, 98.55%, 98.18%, 99.00%, 98.81%","24, 10, 10, 21, 33, 31, 15, 10",Ran on FASTA - No Coverage Report,USA,2025
90,SRR34270166,WGS,147.46,42884695,PRJNA1102327,SAMN49684869,Viral,14631355,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443972,USA,,USA,CATTLE,Illumina iSeq 100,25-017516-002,25-017516-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:29,1,25-017516-002,SRP503016,,milk,SRS25589925,False,,USA,SRR34270166,2025-06-28_06-29-39,SRR34270166.fa,B3.13,"HA:ea1, NA:ea1, PB1:am4, NS:am1.1, MP:ea1, PA:ea1, PB2:am2.2, NP:am8","ea1:22-003707-003:HA, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP","98.18%, 98.51%, 99.56%, 98.81%, 98.98%, 98.88%, 98.55%, 99.00%","31, 21, 10, 10, 10, 24, 33, 15",Ran on FASTA - No Coverage Report,USA,2025
91,SRR34270167,WGS,147.84,52228890,PRJNA1102327,SAMN49684868,Viral,17834786,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443971,USA,,USA,CATTLE,Illumina iSeq 100,25-017516-001,25-017516-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:31,1,25-017516-001,SRP503016,,milk,SRS25589924,False,,USA,SRR34270167,2025-06-28_06-29-39,SRR34270167.fa,B3.13,"PB2:am2.2, MP:ea1, PA:ea1, NP:am8, PB1:am4, HA:ea1, NS:am1.1, NA:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:NA","98.55%, 98.98%, 98.88%, 99.00%, 99.52%, 98.14%, 98.81%, 98.44%","33, 10, 24, 15, 11, 31, 10, 22",Ran on FASTA - No Coverage Report,USA,2025
92,SRR34270168,WGS,148.0,37872429,PRJNA1102327,SAMN49684867,Viral,13053734,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443970,USA,,USA,CATTLE,Illumina iSeq 100,25-017515-006,25-017515-006-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:27,1,25-017515-006,SRP503016,,milk,SRS25589921,False,,USA,SRR34270168,2025-06-28_06-29-39,SRR34270168.fa,B3.13,"HA:ea1, NS:am1.1, MP:ea1, NP:am8, PB2:am2.2, NA:ea1, PA:ea1, PB1:am4","ea1:22-003707-003:HA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am4:23-001855-001:PB1","98.24%, 98.81%, 98.98%, 98.86%, 98.38%, 98.51%, 98.79%, 99.43%","30, 10, 10, 17, 37, 21, 26, 13",Ran on FASTA - No Coverage Report,USA,2025
93,SRR34270169,WGS,147.29,45229158,PRJNA1102327,SAMN49684866,Viral,15687713,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443969,USA,,USA,CATTLE,Illumina iSeq 100,25-017515-005,25-017515-005-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:27,1,25-017515-005,SRP503016,,milk,SRS25589923,False,,USA,SRR34270169,2025-06-28_06-29-38,SRR34270169.fa,B3.13,"MP:ea1, NA:ea1, PB2:am2.2, PB1:am4, HA:ea1, PA:ea1, NP:am8, NS:am1.1","ea1:22-003707-003:MP, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am4:23-001855-001:PB1, ea1:22-003707-003:HA, ea1:22-003707-003:PA, am8:23-032005-001:NP, am1.1:22-010085-001:NS","98.98%, 98.51%, 98.38%, 99.47%, 98.24%, 98.79%, 98.93%, 98.81%","10, 21, 37, 12, 30, 26, 16, 10",Ran on FASTA - No Coverage Report,USA,2025
94,SRR34270170,WGS,147.16,36902315,PRJNA1102327,SAMN49684865,Viral,12659334,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443968,USA,,USA,CATTLE,Illumina iSeq 100,25-017515-004,25-017515-004-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:28,1,25-017515-004,SRP503016,,milk,SRS25589922,False,,USA,SRR34270170,2025-06-28_06-29-39,SRR34270170.fa,B3.13,"NA:ea1, NP:am8, MP:ea1, NS:am1.1, HA:ea1, PB2:am2.2, PA:ea1, PB1:am4","ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, am4:23-001855-001:PB1","98.51%, 98.93%, 98.98%, 98.81%, 98.24%, 98.38%, 98.79%, 99.47%","21, 16, 10, 10, 30, 37, 26, 12",Ran on FASTA - No Coverage Report,USA,2025
95,SRR34270171,WGS,132.22,23738919,PRJNA1102327,SAMN49684829,Viral,8992161,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443967,USA,,USA,CATTLE,NextSeq 2000,25-010022-001,25-010022-001-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:28,1,25-010022-001,SRP503016,,milk,SRS25589920,False,,USA,SRR34270171,2025-06-28_06-29-38,SRR34270171.fa,B3.13,"NS:am1.1, PB2:am2.2, MP:ea1, NP:am8, NA:ea1, HA:ea1, PB1:am4, PA:ea1","am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am4:23-001855-001:PB1, ea1:22-003707-003:PA","98.68%, 98.33%, 98.82%, 98.86%, 98.50%, 98.30%, 99.29%, 98.88%","11, 38, 11, 17, 21, 29, 16, 24",Ran on FASTA - No Coverage Report,USA,2025
96,SRR34270172,WGS,141.7,122031482,PRJNA1102327,SAMN49684864,Viral,41364959,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443966,USA,,USA,CATTLE,Illumina iSeq 100,25-017515-002,25-017515-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:29,1,25-017515-002,SRP503016,,milk,SRS25589919,False,,USA,SRR34270172,2025-06-28_06-29-39,SRR34270172.fa,B3.13,"PB2:am2.2, HA:ea1, NP:am8, PB1:am4, NA:ea1, MP:ea1, PA:ea1, NS:am1.1","am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am8:23-032005-001:NP, am4:23-001855-001:PB1, ea1:22-003707-003:NA, ea1:22-003707-003:MP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS","98.42%, 98.24%, 98.93%, 99.47%, 98.58%, 98.98%, 98.79%, 98.81%","36, 30, 16, 12, 20, 10, 26, 10",Ran on FASTA - No Coverage Report,USA,2025
97,SRR34270173,WGS,147.12,45121501,PRJNA1102327,SAMN49684863,Viral,15383937,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443965,USA,,USA,CATTLE,Illumina iSeq 100,25-017504-003,25-017504-003-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:31,1,25-017504-003,SRP503016,,milk,SRS25589915,False,,USA,SRR34270173,2025-06-28_06-29-39,SRR34270173.fa,B3.13,"MP:ea1, NA:ea1, PB2:am2.2, PA:ea1, PB1:am4, NS:am1.1, NP:am8, HA:ea1","ea1:22-003707-003:MP, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, am8:23-032005-001:NP, ea1:22-003707-003:HA","98.78%, 98.94%, 98.47%, 98.75%, 99.21%, 99.05%, 99.06%, 98.18%","12, 15, 35, 27, 18, 8, 14, 31",Ran on FASTA - No Coverage Report,USA,2025
98,SRR34270174,WGS,147.72,48068879,PRJNA1102327,SAMN49684862,Viral,16474823,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443964,USA,,USA,CATTLE,Illumina iSeq 100,25-017504-002,25-017504-002-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:28,1,25-017504-002,SRP503016,,milk,SRS25589917,False,,USA,SRR34270174,2025-06-28_06-29-38,SRR34270174.fa,B3.13,"MP:ea1, NP:am8, PB2:am2.2, NA:ea1, PA:ea1, HA:ea1, NS:am1.1, PB1:am4","ea1:22-003707-003:MP, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:NA, ea1:22-003707-003:PA, ea1:22-003707-003:HA, am1.1:22-010085-001:NS, am4:23-001855-001:PB1","98.88%, 99.06%, 98.47%, 98.94%, 98.70%, 98.12%, 99.05%, 99.21%","11, 14, 35, 15, 28, 32, 8, 18",Ran on FASTA - No Coverage Report,USA,2025
103,SRR34270179,WGS,146.37,34386802,PRJNA1102327,SAMN49684857,Viral,11522213,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443959,USA,,USA,CATTLE,Illumina iSeq 100,25-017500-001,25-017500-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:27,1,25-017500-001,SRP503016,,milk,SRS25589912,False,,USA,SRR34270179,2025-06-28_06-29-38,SRR34270179.fa,B3.13,"PB1:am4, MP:ea1, NS:am1.1, NA:ea1, PB2:am2.2, NP:am8, PA:ea1, HA:ea1","am4:23-001855-001:PB1, ea1:22-003707-003:MP, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:PA, ea1:22-003707-003:HA","99.34%, 98.78%, 98.93%, 98.65%, 98.51%, 98.93%, 98.88%, 98.30%","15, 12, 9, 19, 34, 16, 24, 29",Ran on FASTA - No Coverage Report,USA,2025
104,SRR34270180,WGS,97.62,7418046,PRJNA1102327,SAMN49684856,Viral,2785125,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443958,USA,,USA,CATTLE,NextSeq 2000,25-015748-001,25-015748-001-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:27,1,25-015748-001,SRP503016,,"MILK, BULK TANK",SRS25589911,False,,USA,SRR34270180,2025-06-28_06-29-39,SRR34270180.fa,B3.13,"NS:am1.1, PB1:am4, PA:ea1, HA:ea1, NA:ea1, PB2:am2.2, NP:am8, MP:ea1","am1.1:22-010085-001:NS, am4:23-001855-001:PB1, ea1:22-003707-003:PA, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:MP","98.79%, 99.56%, 98.88%, 98.18%, 98.43%, 98.50%, 98.92%, 98.86%","10, 10, 24, 31, 22, 34, 16, 11",Ran on FASTA - No Coverage Report,USA,2025
105,SRR34270181,WGS,132.88,556960747,PRJNA1102327,SAMN49684855,Viral,197160785,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443957,USA,,USA,CATTLE,NextSeq 2000,25-015745-001,25-015745-001-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:57,1,25-015745-001,SRP503016,,"MILK, BULK TANK",SRS25589910,False,,USA,SRR34270181,2025-06-28_06-29-38,SRR34270181.fa,B3.13,"PB2:am2.2, NP:am8, NA:ea1, HA:ea1, PB1:am4, NS:am1.1, MP:ea1, PA:ea1","am2.2:22-010445-001:PB2, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:HA, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:PA","98.51%, 98.80%, 98.51%, 98.24%, 99.56%, 98.81%, 98.88%, 98.79%","34, 18, 21, 30, 10, 10, 11, 26",Ran on FASTA - No Coverage Report,USA,2025
106,SRR34270182,WGS,146.45,136128661,PRJNA1102327,SAMN49684828,Viral,48301895,USDA-NVSL,2024,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443956,USA,,USA,CATTLE,NextSeq 2000,24-036392-001,24-036392-001-original,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:36,1,24-036392-001,SRP503016,,"MILK, BULK TANK",SRS25589908,False,,USA,SRR34270182,2025-06-28_06-29-39,SRR34270182.fa,B3.13,"NS:am1.1, PB1:am4, NP:am8, PA:ea1, PB2:am2.2, MP:ea1, HA:ea1, NA:ea1","am1.1:22-010085-001:NS, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NA","99.17%, 99.52%, 99.00%, 98.84%, 98.57%, 98.98%, 98.30%, 98.86%","7, 11, 15, 25, 31, 10, 29, 16",Ran on FASTA - No Coverage Report,USA,2024
107,SRR34270183,WGS,133.59,418674566,PRJNA1102327,SAMN49684854,Viral,149766006,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443955,USA,,USA,CATTLE,NextSeq 2000,25-015742-004,25-015742-004-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:39,1,25-015742-004,SRP503016,,"MILK, BULK TANK",SRS25589909,False,,USA,SRR34270183,2025-06-28_06-29-39,SRR34270183.fa,B3.13,"PB1:am4, MP:ea1, HA:ea1, NA:ea1, NP:am8, PA:ea1, PB2:am2.2, NS:am1.1","am4:23-001855-001:PB1, ea1:22-003707-003:MP, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am8:23-032005-001:NP, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS","99.56%, 98.88%, 98.18%, 98.58%, 98.80%, 98.75%, 98.51%, 98.93%","10, 11, 31, 20, 18, 27, 34, 9",Ran on FASTA - No Coverage Report,USA,2025
108,SRR34270184,WGS,132.9,427118297,PRJNA1102327,SAMN49684853,Viral,152606737,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443954,USA,,USA,CATTLE,NextSeq 2000,25-015741-001,25-015741-001-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:58,1,25-015741-001,SRP503016,,"MILK, BULK TANK",SRS25589907,False,,USA,SRR34270184,2025-06-28_06-29-39,SRR34270184.fa,B3.13,"NS:am1.1, PA:ea1, PB2:am2.2, HA:ea1, PB1:am4, MP:ea1, NP:am8, NA:ea1","am1.1:22-010085-001:NS, ea1:22-003707-003:PA, am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, am4:23-001855-001:PB1, ea1:22-003707-003:MP, am8:23-032005-001:NP, ea1:22-003707-003:NA","98.81%, 98.79%, 98.46%, 98.24%, 99.56%, 98.88%, 98.86%, 98.58%","10, 26, 35, 30, 10, 11, 17, 20",Ran on FASTA - No Coverage Report,USA,2025
109,SRR34270185,WGS,133.48,639550721,PRJNA1102327,SAMN49684852,Viral,228177216,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443953,USA,,USA,CATTLE,NextSeq 2000,25-015739-005,25-015739-005-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:46,1,25-015739-005,SRP503016,,"MILK, BULK TANK",SRS25589906,False,,USA,SRR34270185,2025-06-28_06-29-38,SRR34270185.fa,B3.13,"HA:ea1, NP:am8, PB1:am4, NS:am1.1, NA:ea1, PB2:am2.2, MP:ea1, PA:ea1","ea1:22-003707-003:HA, am8:23-032005-001:NP, am4:23-001855-001:PB1, am1.1:22-010085-001:NS, ea1:22-003707-003:NA, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, ea1:22-003707-003:PA","98.12%, 98.86%, 99.47%, 98.93%, 98.58%, 98.51%, 98.88%, 98.84%","32, 17, 12, 9, 20, 34, 11, 25",Ran on FASTA - No Coverage Report,USA,2025
110,SRR34270186,WGS,132.07,321021999,PRJNA1102327,SAMN49684851,Viral,114491186,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443952,USA,,USA,CATTLE,NextSeq 2000,25-015739-003,25-015739-003-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:39,1,25-015739-003,SRP503016,,"MILK, BULK TANK",SRS25589905,False,,USA,SRR34270186,2025-06-28_06-29-38,SRR34270186.fa,B3.13,"NA:ea1, NS:am1.1, MP:ea1, HA:ea1, NP:am8, PB2:am2.2, PA:ea1, PB1:am4","ea1:22-003707-003:NA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP, ea1:22-003707-003:HA, am8:23-032005-001:NP, am2.2:22-010445-001:PB2, ea1:22-003707-003:PA, am4:23-001855-001:PB1","98.51%, 98.92%, 98.88%, 98.12%, 98.86%, 98.51%, 98.84%, 99.43%","21, 9, 11, 32, 17, 34, 25, 13",Ran on FASTA - No Coverage Report,USA,2025
111,SRR34270187,WGS,135.92,544451332,PRJNA1102327,SAMN49684850,Viral,193384968,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443951,USA,,USA,CATTLE,NextSeq 2000,25-015738-002,25-015738-002-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:06:01,1,25-015738-002,SRP503016,,"MILK, BULK TANK",SRS25589904,False,,USA,SRR34270187,2025-06-28_06-29-38,SRR34270187.fa,B3.13,"PB2:am2.2, HA:ea1, NA:ea1, PB1:am4, NP:am8, PA:ea1, NS:am1.1, MP:ea1","am2.2:22-010445-001:PB2, ea1:22-003707-003:HA, ea1:22-003707-003:NA, am4:23-001855-001:PB1, am8:23-032005-001:NP, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, ea1:22-003707-003:MP","98.42%, 98.24%, 98.58%, 99.52%, 98.93%, 98.74%, 98.81%, 98.98%","36, 30, 20, 11, 16, 27, 10, 10",Ran on FASTA - No Coverage Report,USA,2025
112,SRR34270188,WGS,135.56,716208706,PRJNA1102327,SAMN49684849,Viral,251553693,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443950,USA,,USA,CATTLE,NextSeq 2000,25-015736-001,25-015736-001-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:53,1,25-015736-001,SRP503016,,"MILK, BULK TANK",SRS25589902,False,,USA,SRR34270188,2025-06-28_06-29-38,SRR34270188.fa,B3.13,"PA:ea1, NP:am8, NA:ea1, MP:ea1, PB2:am2.2, NS:am1.1, HA:ea1, PB1:am4","ea1:22-003707-003:PA, am8:23-032005-001:NP, ea1:22-003707-003:NA, ea1:22-003707-003:MP, am2.2:22-010445-001:PB2, am1.1:22-010085-001:NS, ea1:22-003707-003:HA, am4:23-001855-001:PB1","98.70%, 98.86%, 98.58%, 98.88%, 98.51%, 98.81%, 98.24%, 99.51%","28, 17, 20, 11, 34, 10, 30, 11",Ran on FASTA - No Coverage Report,USA,2025
113,SRR34270189,WGS,132.7,539830043,PRJNA1102327,SAMN49684848,Viral,190528734,USDA-NVSL,2025,public,"fastq,run.zq,run","s3,gs","s3.us-east-1,gs.us-east1",SRX29443949,USA,,USA,CATTLE,NextSeq 2000,25-015734-005,25-015734-005-original-tile,PAIRED,RANDOM,VIRAL RNA,Influenza A virus,ILLUMINA,2025-06-27,2025-06-27 13:05:40,1,25-015734-005,SRP503016,,"MILK, BULK TANK",SRS25589903,False,,USA,SRR34270189,2025-06-28_06-29-38,SRR34270189.fa,B3.13,"HA:ea1, NA:ea1, PA:ea1, NS:am1.1, PB2:am2.2, MP:ea1, PB1:am4, NP:am8","ea1:22-003707-003:HA, ea1:22-003707-003:NA, ea1:22-003707-003:PA, am1.1:22-010085-001:NS, am2.2:22-010445-001:PB2, ea1:22-003707-003:MP, am4:23-001855-001:PB1, am8:23-032005-001:NP","98.24%, 98.51%, 98.79%, 98.69%, 98.47%, 98.97%, 99.56%, 98.86%","30, 21, 26, 11, 35, 10, 10, 17",Ran on FASTA - No Coverage Report,USA,2025
